Customer_ID,Churn_Probability,Predicted_Churn,Risk_Level
CUST10241,0.002591504916147028,0,Low Risk
CUST10242,0.0015410333804694554,0,Low Risk
CUST10243,0.7932758366851765,1,High Risk
CUST10244,0.003368481786629137,0,Low Risk
CUST10245,0.00457803288314796,0,Low Risk
CUST10246,0.017586427025783107,0,Low Risk
CUST10247,0.003826408552385448,0,Low Risk
CUST10248,0.03678548211307694,0,Low Risk
CUST10249,0.49796699259901683,0,Medium Risk
CUST10250,0.0016252177862348847,0,Low Risk
CUST10251,0.7481981016935202,1,High Risk
CUST10252,0.980961546035468,1,High Risk
CUST10253,0.21909017627993546,0,Low Risk
CUST10254,0.0014494058782974866,0,Low Risk
CUST10255,0.06876536880829068,0,Low Risk
CUST10256,0.0017327091672904478,0,Low Risk
CUST10257,0.0042456174182710455,0,Low Risk
CUST10258,0.011771218285329198,0,Low Risk
CUST10259,0.9199112368477272,1,High Risk
CUST10260,0.02913779875733709,0,Low Risk
CUST10261,0.006993168793116602,0,Low Risk
CUST10262,0.9091567190452822,1,High Risk
CUST10263,0.9823661386296209,1,High Risk
CUST10264,0.009494291230206528,0,Low Risk
CUST10265,0.007590834558950421,0,Low Risk
CUST10266,0.026701074354182994,0,Low Risk
CUST10267,0.7964569915737135,1,High Risk
CUST10268,0.005547981267094178,0,Low Risk
CUST10269,0.001558116995672213,0,Low Risk
CUST10270,0.0012551481454636368,0,Low Risk
CUST10271,0.17241813209833165,0,Low Risk
CUST10272,0.00417991785437892,0,Low Risk
CUST10273,0.9644186500184048,1,High Risk
CUST10274,0.19135715401499398,0,Low Risk
CUST10275,0.9367055423473459,1,High Risk
CUST10276,0.005782506362886041,0,Low Risk
CUST10277,0.879572685961938,1,High Risk
CUST10278,0.0048111306821551555,0,Low Risk
CUST10279,0.0334492817422047,0,Low Risk
CUST10280,0.004426225486949743,0,Low Risk
CUST10281,0.0009476384173224069,0,Low Risk
CUST10282,0.03422574581212598,0,Low Risk
CUST10283,0.008865260447889484,0,Low Risk
CUST10284,0.9015625800093128,1,High Risk
CUST10285,0.003298571594126122,0,Low Risk
CUST10286,0.006655388224511641,0,Low Risk
CUST10287,0.029365455023383995,0,Low Risk
CUST10288,0.0012135988384988604,0,Low Risk
CUST10289,0.001123870640608482,0,Low Risk
CUST10290,0.885625810683599,1,High Risk
CUST10291,0.002197244807079248,0,Low Risk
CUST10292,0.002608743399230084,0,Low Risk
CUST10293,0.03197162131578358,0,Low Risk
CUST10294,0.25674991782708595,0,Low Risk
CUST10295,0.01931741779911006,0,Low Risk
CUST10296,0.006552527974987834,0,Low Risk
CUST10297,0.0028150623004152917,0,Low Risk
CUST10298,0.010246001175595019,0,Low Risk
CUST10299,0.011435805634847904,0,Low Risk
CUST10300,0.009261875275764145,0,Low Risk
CUST10301,0.021055794046835326,0,Low Risk
CUST10302,0.0012916382129762591,0,Low Risk
CUST10303,0.005384736691472427,0,Low Risk
CUST10304,0.0019242071779517749,0,Low Risk
CUST10305,0.10745303850499584,0,Low Risk
CUST10306,0.00707162615958177,0,Low Risk
CUST10307,0.0012535189370729838,0,Low Risk
CUST10308,0.038560898797459525,0,Low Risk
CUST10309,0.011805152286282688,0,Low Risk
CUST10310,0.0019099410947408415,0,Low Risk
CUST10311,0.003585507074237844,0,Low Risk
CUST10312,0.0023014003521941956,0,Low Risk
CUST10313,0.00218636369013838,0,Low Risk
CUST10314,0.9567586082085998,1,High Risk
CUST10315,0.009276501404432919,0,Low Risk
CUST10316,0.004062217459346306,0,Low Risk
CUST10317,0.03490251933625422,0,Low Risk
CUST10318,0.09117701651223066,0,Low Risk
CUST10319,0.007003990669022258,0,Low Risk
CUST10320,0.0032252894877858496,0,Low Risk
CUST10321,0.9651431929129577,1,High Risk
CUST10322,0.012336621096343921,0,Low Risk
CUST10323,0.9901680774310356,1,High Risk
CUST10324,0.0022662363796389098,0,Low Risk
CUST10325,0.11908226132082897,0,Low Risk
CUST10326,0.004369612757850427,0,Low Risk
CUST10327,0.009685050798565574,0,Low Risk
CUST10328,0.05955640230867608,0,Low Risk
CUST10329,0.9822408388587259,1,High Risk
CUST10330,0.011824863609751768,0,Low Risk
CUST10331,0.034152746207737665,0,Low Risk
CUST10332,0.007021487404269582,0,Low Risk
CUST10333,0.004606495445414148,0,Low Risk
CUST10334,0.03758870335319536,0,Low Risk
CUST10335,0.06037736193925752,0,Low Risk
CUST10336,0.0014785050702117504,0,Low Risk
CUST10337,0.004546872425924434,0,Low Risk
CUST10338,0.002010917957618667,0,Low Risk
CUST10339,0.002494853240572476,0,Low Risk
CUST10340,0.9297759258990279,1,High Risk
CUST10341,0.979691283832505,1,High Risk
CUST10342,0.837680355081275,1,High Risk
CUST10343,0.020510387778972287,0,Low Risk
CUST10344,0.3062571847139363,0,Low Risk
CUST10345,0.7939685050648112,1,High Risk
CUST10346,0.005082530398733148,0,Low Risk
CUST10347,0.7606889760589528,1,High Risk
CUST10348,0.01023974659571912,0,Low Risk
CUST10349,0.002746421934094053,0,Low Risk
CUST10350,0.005774329046696815,0,Low Risk
CUST10351,0.00427247415123668,0,Low Risk
CUST10352,0.019178785998527556,0,Low Risk
CUST10353,0.0790477714038804,0,Low Risk
CUST10354,0.0051478424130359255,0,Low Risk
CUST10355,0.8751151748081144,1,High Risk
CUST10356,0.001873723125586424,0,Low Risk
CUST10357,0.0014931562698529532,0,Low Risk
CUST10358,0.00186737584356841,0,Low Risk
CUST10359,0.004054934916412701,0,Low Risk
CUST10360,0.09930600169680621,0,Low Risk
CUST10361,0.003850677663234707,0,Low Risk
CUST10362,0.002379254153582494,0,Low Risk
CUST10363,0.01575732211061768,0,Low Risk
CUST10364,0.005289893702922689,0,Low Risk
CUST10365,0.0017050417707026382,0,Low Risk
CUST10366,0.006861383813256224,0,Low Risk
CUST10367,0.0022157411671225344,0,Low Risk
CUST10368,0.31044752652888036,0,Low Risk
CUST10369,0.003745563853096744,0,Low Risk
CUST10370,0.004129261728880055,0,Low Risk
CUST10371,0.003537310866573808,0,Low Risk
CUST10372,0.9827956212674985,1,High Risk
CUST10373,0.07175753155913865,0,Low Risk
CUST10374,0.002982118119305835,0,Low Risk
CUST10375,0.07902058582383643,0,Low Risk
CUST10376,0.004698757180035602,0,Low Risk
CUST10377,0.006378100141361642,0,Low Risk
CUST10378,0.0013289448186965698,0,Low Risk
CUST10379,0.12388345015557965,0,Low Risk
CUST10380,0.01373232199033032,0,Low Risk
CUST10381,0.112363419064035,0,Low Risk
CUST10382,0.009482336017536565,0,Low Risk
CUST10383,0.050348256145735994,0,Low Risk
CUST10384,0.10806466620893294,0,Low Risk
CUST10385,0.023247231749726,0,Low Risk
CUST10386,0.6742005594857926,1,High Risk
CUST10387,0.06291233652566172,0,Low Risk
CUST10388,0.014718152179130625,0,Low Risk
CUST10389,0.008146988667826633,0,Low Risk
CUST10390,0.050019551403530135,0,Low Risk
CUST10391,0.04383004441466708,0,Low Risk
CUST10392,0.6808051579278738,1,High Risk
CUST10393,0.9913165064557274,1,High Risk
CUST10394,0.001026239593787501,0,Low Risk
CUST10395,0.010771949082094804,0,Low Risk
CUST10396,0.01292381163805576,0,Low Risk
CUST10397,0.012377838214150247,0,Low Risk
CUST10398,0.7596048463329488,1,High Risk
CUST10399,0.007288464810532197,0,Low Risk
CUST10400,0.028451252240566553,0,Low Risk
CUST10401,0.0051430444669854055,0,Low Risk
CUST10402,0.007809387490208305,0,Low Risk
CUST10403,0.11989532478866223,0,Low Risk
CUST10404,0.03353764846459878,0,Low Risk
CUST10405,0.27560714900291455,0,Low Risk
CUST10406,0.012413106513852905,0,Low Risk
CUST10407,0.006464096282871227,0,Low Risk
CUST10408,0.8580779234133483,1,High Risk
CUST10409,0.0022028042230815455,0,Low Risk
CUST10410,0.034652353346656777,0,Low Risk
CUST10411,0.9944359082093538,1,High Risk
CUST10412,0.05009557873180565,0,Low Risk
CUST10413,0.0036072054941295425,0,Low Risk
CUST10414,0.08520965146498244,0,Low Risk
CUST10415,0.007754940124889605,0,Low Risk
CUST10416,0.0098263074393481,0,Low Risk
CUST10417,0.002023617187640631,0,Low Risk
CUST10418,0.08931250969788078,0,Low Risk
CUST10419,0.006330566064919621,0,Low Risk
CUST10420,0.0032336627966389913,0,Low Risk
CUST10421,0.8972130806060041,1,High Risk
CUST10422,0.9794084687090585,1,High Risk
CUST10423,0.00296924299019526,0,Low Risk
CUST10424,0.002043609336327229,0,Low Risk
CUST10425,0.009609683117515495,0,Low Risk
CUST10426,0.011099110291718731,0,Low Risk
CUST10427,0.00292705243231391,0,Low Risk
CUST10428,0.0021178431705901448,0,Low Risk
CUST10429,0.07870370583776405,0,Low Risk
CUST10430,0.6101234789452271,1,Medium Risk
CUST10431,0.005189832473911142,0,Low Risk
CUST10432,0.005989586076102924,0,Low Risk
CUST10433,0.010793630019148856,0,Low Risk
CUST10434,0.007862767499150254,0,Low Risk
CUST10435,0.004670793912048284,0,Low Risk
CUST10436,0.9906442582727929,1,High Risk
CUST10437,0.4863879968407095,0,Medium Risk
CUST10438,0.0028204861820881927,0,Low Risk
CUST10439,0.024178404880892485,0,Low Risk
CUST10440,0.20258709221728116,0,Low Risk
CUST10441,0.982262211929736,1,High Risk
CUST10442,0.0022662363796389098,0,Low Risk
CUST10443,0.1662103880547359,0,Low Risk
CUST10444,0.05299018314749049,0,Low Risk
CUST10445,0.0033485113114655476,0,Low Risk
CUST10446,0.023282662195045004,0,Low Risk
CUST10447,0.007572487253513282,0,Low Risk
CUST10448,0.0014306818528931726,0,Low Risk
CUST10449,0.003390567800299828,0,Low Risk
CUST10450,0.010060220240295101,0,Low Risk
CUST10451,0.0034626542413215694,0,Low Risk
CUST10452,0.0029670691014264325,0,Low Risk
CUST10453,0.011387126019384708,0,Low Risk
CUST10454,0.952966544798323,1,High Risk
CUST10455,0.004341042025366475,0,Low Risk
CUST10456,0.0013475312234173778,0,Low Risk
CUST10457,0.01660346087232314,0,Low Risk
CUST10458,0.047139159512856244,0,Low Risk
CUST10459,0.6793115842004489,1,High Risk
CUST10460,0.01241037109680223,0,Low Risk
CUST10461,0.017804840629237213,0,Low Risk
CUST10462,0.050148313698412675,0,Low Risk
CUST10463,0.027351903551626675,0,Low Risk
CUST10464,0.0032033066290009307,0,Low Risk
CUST10465,0.01196277370909229,0,Low Risk
CUST10466,0.016378966425436035,0,Low Risk
CUST10467,0.002537422867441211,0,Low Risk
CUST10468,0.06783006400707027,0,Low Risk
CUST10469,0.45150360329255856,0,Medium Risk
CUST10470,0.966237761903802,1,High Risk
CUST10471,0.002658964160451376,0,Low Risk
CUST10472,0.007561970346832306,0,Low Risk
CUST10473,0.6737673943895786,1,High Risk
CUST10474,0.005095471285267424,0,Low Risk
CUST10475,0.008124628150269288,0,Low Risk
CUST10476,0.0013250346071930006,0,Low Risk
CUST10477,0.9118056653430817,1,High Risk
CUST10478,0.0011718743019620739,0,Low Risk
CUST10479,0.7312629000527933,1,High Risk
CUST10480,0.009502306150481414,0,Low Risk
CUST10481,0.006180976517394529,0,Low Risk
CUST10482,0.8946043078930692,1,High Risk
CUST10483,0.010608784882972472,0,Low Risk
CUST10484,0.0025080743830473455,0,Low Risk
CUST10485,0.003511136898392029,0,Low Risk
CUST10486,0.002103230123750159,0,Low Risk
CUST10487,0.0017098965448471227,0,Low Risk
CUST10488,0.002098897488553456,0,Low Risk
CUST10489,0.9883956766233639,1,High Risk
CUST10490,0.0021104904360068413,0,Low Risk
CUST10491,0.006760288184733777,0,Low Risk
CUST10492,0.0018972821325735382,0,Low Risk
CUST10493,0.0039644568412798885,0,Low Risk
CUST10494,0.0019517388123809066,0,Low Risk
CUST10495,0.9855180951870354,1,High Risk
CUST10496,0.004726288235178701,0,Low Risk
CUST10497,0.022930998971784602,0,Low Risk
CUST10498,0.11856061074766801,0,Low Risk
CUST10499,0.06735524889491237,0,Low Risk
CUST10500,0.004065131727265123,0,Low Risk
CUST10501,0.03941677072516637,0,Low Risk
CUST10502,0.9422485664524985,1,High Risk
CUST10503,0.06730314344304268,0,Low Risk
CUST10504,0.020154776752465832,0,Low Risk
CUST10505,0.009948347774270463,0,Low Risk
CUST10506,0.008737197109678465,0,Low Risk
CUST10507,0.06632325627868196,0,Low Risk
CUST10508,0.014626583248614015,0,Low Risk
CUST10509,0.0022580799419657143,0,Low Risk
CUST10510,0.007466350837614472,0,Low Risk
CUST10511,0.0025672394520229835,0,Low Risk
CUST10512,0.009962883750901645,0,Low Risk
CUST10513,0.6948555993024166,1,High Risk
CUST10514,0.02612302201736741,0,Low Risk
CUST10515,0.008792369130548445,0,Low Risk
CUST10516,0.0032838881027399272,0,Low Risk
CUST10517,0.004455636135983844,0,Low Risk
CUST10518,0.010940054029360456,0,Low Risk
CUST10519,0.001177453323299354,0,Low Risk
CUST10520,0.6763207620294316,1,High Risk
CUST10521,0.0020289098720849786,0,Low Risk
CUST10522,0.003079782321146428,0,Low Risk
CUST10523,0.2678749666157641,0,Low Risk
CUST10524,0.9109447894516728,1,High Risk
CUST10525,0.001639547657987407,0,Low Risk
CUST10526,0.007964886453561028,0,Low Risk
CUST10527,0.14311790719331743,0,Low Risk
CUST10528,0.9857011215703511,1,High Risk
CUST10529,0.013687569733992239,0,Low Risk
CUST10530,0.0045153687986037375,0,Low Risk
CUST10531,0.9838511759230437,1,High Risk
CUST10532,0.9955938171522141,1,High Risk
CUST10533,0.0024500970933210055,0,Low Risk
CUST10534,0.012540770757812503,0,Low Risk
CUST10535,0.010510428250982936,0,Low Risk
CUST10536,0.23641210369330212,0,Low Risk
CUST10537,0.0030409712701729044,0,Low Risk
CUST10538,0.11880419308155572,0,Low Risk
CUST10539,0.0036472235464150883,0,Low Risk
CUST10540,0.8029736952188614,1,High Risk
CUST10541,0.01122382416610396,0,Low Risk
CUST10542,0.026539798099617918,0,Low Risk
CUST10543,0.027296238436273632,0,Low Risk
CUST10544,0.014098692446287952,0,Low Risk
CUST10545,0.0008186040140166367,0,Low Risk
CUST10546,0.00889876737193147,0,Low Risk
CUST10547,0.0030795525421812805,0,Low Risk
CUST10548,0.0072252093547869115,0,Low Risk
CUST10549,0.0014641615953695007,0,Low Risk
CUST10550,0.004162345381997888,0,Low Risk
CUST10551,0.0030005328482541204,0,Low Risk
CUST10552,0.6208273218271199,1,Medium Risk
CUST10553,0.1917420170146234,0,Low Risk
CUST10554,0.014952366113022775,0,Low Risk
CUST10555,0.042787098039367165,0,Low Risk
CUST10556,0.35872596282737396,0,Medium Risk
CUST10557,0.00082260688055195,0,Low Risk
CUST10558,0.13846189630434583,0,Low Risk
CUST10559,0.002013550333300157,0,Low Risk
CUST10560,0.011143542417128597,0,Low Risk
CUST10561,0.9917119194370357,1,High Risk
CUST10562,0.6940665689431518,1,High Risk
CUST10563,0.9419201693306015,1,High Risk
CUST10564,0.00312206887242424,0,Low Risk
CUST10565,0.06803951288504828,0,Low Risk
CUST10566,0.003610004332388526,0,Low Risk
CUST10567,0.18572806747069318,0,Low Risk
CUST10568,0.017430292756356772,0,Low Risk
CUST10569,0.031575628450773996,0,Low Risk
CUST10570,0.763217657165997,1,High Risk
CUST10571,0.008091061164862046,0,Low Risk
CUST10572,0.002803488799574249,0,Low Risk
CUST10573,0.004902609427072712,0,Low Risk
CUST10574,0.0025058031629481663,0,Low Risk
CUST10575,0.60865898230993,1,Medium Risk
CUST10576,0.0033911992517327125,0,Low Risk
CUST10577,0.9222343822054132,1,High Risk
CUST10578,0.0013825689214705932,0,Low Risk
CUST10579,0.1285572584919423,0,Low Risk
CUST10580,0.9514888460824665,1,High Risk
CUST10581,0.006197148470664792,0,Low Risk
CUST10582,0.010062358400708675,0,Low Risk
CUST10583,0.03269056086746545,0,Low Risk
CUST10584,0.9211130287713262,1,High Risk
CUST10585,0.00875562354138656,0,Low Risk
CUST10586,0.06257244502055558,0,Low Risk
CUST10587,0.022435856720945134,0,Low Risk
CUST10588,0.7002997773940571,1,High Risk
CUST10589,0.9953343012879058,1,High Risk
CUST10590,0.1952325880598539,0,Low Risk
CUST10591,0.08992221663822188,0,Low Risk
CUST10592,0.0023276089375181682,0,Low Risk
CUST10593,0.8042167975001584,1,High Risk
CUST10594,0.03947867749865704,0,Low Risk
CUST10595,0.09276188759958735,0,Low Risk
CUST10596,0.12071501088607627,0,Low Risk
CUST10597,0.008696611978222038,0,Low Risk
CUST10598,0.034144280073276315,0,Low Risk
CUST10599,0.8300746895937327,1,High Risk
CUST10600,0.009234258623427517,0,Low Risk
CUST10601,0.0032796088857328454,0,Low Risk
CUST10602,0.10946428474481928,0,Low Risk
CUST10603,0.7117152995722646,1,High Risk
CUST10604,0.1464847329916244,0,Low Risk
