Customer_ID,Churn_Probability,Risk_Level,Avg_Monthly_Revenue,Expected_Months,CLV,Priority_Score,Priority_Segment
CUST10347,0.7606889760589529,High Risk,342.9,8.3,2846.07,2164.9740740921043,Medium Priority
CUST10130,0.9352471139491624,High Risk,265.87,8.7,2313.069,2163.291106615275,Medium Priority
CUST10690,0.9918178106660532,High Risk,261.34,8.333333333333334,2177.8333333333335,2160.01388866222,Medium Priority
CUST10079,0.8821713049103174,High Risk,284.16,8.533333333333333,2424.8320000000003,2139.117209628295,Medium Priority
CUST10098,0.9258970640626836,High Risk,255.78,9.0,2302.02,2131.4335594135787,Medium Priority
CUST10681,0.9431287137413332,High Risk,269.67,8.366666666666667,2256.2390000000005,2127.9237859630325,Medium Priority
CUST10796,0.9910699579001114,High Risk,255.9,8.366666666666667,2141.03,2121.9105119628757,Medium Priority
CUST10992,0.9935118585087936,High Risk,257.23,8.266666666666666,2126.4346666666665,2112.638057677527,Medium Priority
CUST10210,0.7930777733479093,High Risk,314.57,8.233333333333334,2589.959666666667,2054.0394455008936,Medium Priority
CUST10251,0.7481981016935202,High Risk,240.4,11.3,2716.5200000000004,2032.4951072124818,Medium Priority
CUST10157,0.8369100800922886,High Risk,300.97,8.066666666666666,2427.824666666667,2031.8709362300342,Medium Priority
CUST10858,0.5691136901015073,Medium Risk,394.63,8.933333333333334,3525.3613333333333,2006.331397354503,Medium Priority
CUST10411,0.9944359082093538,High Risk,247.27,8.133333333333333,2011.1293333333333,1999.9392251198055,Medium Priority
CUST10866,0.9541877175549628,High Risk,259.33,8.066666666666666,2091.9286666666667,1996.0926397344633,Medium Priority
CUST10469,0.4515036032925585,Medium Risk,452.48,9.733333333333334,4404.138666666668,1988.4844774000846,Medium Priority
CUST10829,0.7764104832960153,High Risk,295.93,8.566666666666666,2535.1336666666666,1968.3043553566658,Medium Priority
CUST10993,0.9944940659787784,High Risk,243.14,8.133333333333333,1977.5386666666664,1966.6504692435851,Medium Priority
CUST10520,0.6763207620294316,High Risk,311.87,9.3,2900.391,1961.5946513033052,Medium Priority
CUST10495,0.9855180951870354,High Risk,238.21,8.3,1977.1430000000003,1948.510203272381,Medium Priority
CUST10869,0.9835932506315976,High Risk,218.45,9.033333333333333,1973.3316666666665,1940.9557085909348,Medium Priority
CUST10513,0.6948555993024165,High Risk,288.14,9.633333333333333,2775.7486666666664,1928.74450328955,Medium Priority
CUST10870,0.913201378600348,High Risk,258.72,8.1,2095.632,1913.7340314390046,Medium Priority
CUST10552,0.6208273218271197,Medium Risk,336.6,9.1,3063.06,1901.6313363957775,Medium Priority
CUST10386,0.6742005594857926,High Risk,324.09,8.7,2819.5829999999996,1900.9644361166293,Medium Priority
CUST10845,0.6779172560883187,High Risk,233.35,11.8,2753.53,1866.6655021568681,Medium Priority
CUST10892,0.956619036316138,High Risk,237.11,8.133333333333333,1928.4946666666667,1844.8347095674785,Medium Priority
CUST10479,0.7312629000527933,High Risk,260.74,9.633333333333333,2511.7953333333335,1836.782739792406,Medium Priority
CUST10603,0.7117152995722645,High Risk,282.66,9.1,2572.206,1830.6783638515765,Medium Priority
CUST10224,0.9771991362510004,High Risk,222.95,8.233333333333334,1835.621666666667,1793.7679071502887,Medium Priority
CUST10908,0.4227751156240873,Medium Risk,463.43,9.066666666666666,4201.765333333334,1776.401824625282,Medium Priority
CUST10840,0.9448954029449153,High Risk,204.47,9.1,1860.677,1758.145143665336,Medium Priority
CUST10859,0.9658739335506684,High Risk,220.61,8.233333333333334,1816.355666666667,1754.3705924903804,Medium Priority
CUST10677,0.6966335514353991,High Risk,299.03,8.366666666666667,2501.8843333333334,1742.8965684105858,Medium Priority
CUST10719,0.7146791712585742,High Risk,253.07,9.533333333333333,2412.6006666666667,1724.2354450312168,Medium Priority
CUST10290,0.8856258106835989,High Risk,215.09,8.866666666666667,1907.1313333333335,1689.0047331634264,Medium Priority
CUST10889,0.5817238261788261,Medium Risk,344.27,8.4,2891.868,1682.2685177641094,Medium Priority
CUST10243,0.7932758366851765,High Risk,260.55,8.066666666666666,2101.77,1667.2833552698035,Medium Priority
CUST10459,0.6793115842004488,High Risk,238.6,10.266666666666666,2449.6266666666666,1664.059771632998,Medium Priority
CUST10441,0.982262211929736,High Risk,204.23,8.2,1674.6859999999997,1644.9807746477616,Medium Priority
CUST10909,0.4116339359887576,Medium Risk,453.54,8.8,3991.1520000000005,1642.893606889402,Medium Priority
CUST10135,0.5770470512666088,Medium Risk,311.02,9.033333333333333,2809.547333333333,1621.241004093964,Medium Priority
CUST10392,0.6808051579278738,High Risk,290.6,8.066666666666666,2344.1733333333336,1595.9252964103105,Medium Priority
CUST10169,0.8820452320768133,High Risk,213.23,8.466666666666667,1805.3473333333334,1592.398007609256,Medium Priority
CUST10692,0.4430926084631243,Medium Risk,367.66,9.766666666666666,3590.8126666666667,1591.0625509757606,Medium Priority
CUST10748,0.8933007588323036,High Risk,214.27,8.266666666666666,1771.2986666666666,1582.3024430519808,Medium Priority
CUST10345,0.7939685050648112,High Risk,229.38,8.6,1972.668,1566.2362629491909,Medium Priority
CUST10209,0.4528759898230597,Medium Risk,357.55,9.666666666666666,3456.3166666666666,1565.282831558605,Medium Priority
CUST10815,0.9759088783265968,High Risk,182.21,8.8,1603.448,1564.8191391350251,Medium Priority
CUST10608,0.3657591376514119,Medium Risk,402.34,10.633333333333333,4278.215333333333,1564.7963510070474,Medium Priority
CUST10528,0.9857011215703512,High Risk,197.04,8.033333333333333,1582.888,1560.25447692025,Medium Priority
CUST10038,0.9231783153831618,High Risk,205.45,8.033333333333333,1650.4483333333333,1523.6581119936136,Medium Priority
CUST10740,0.6172062073339473,Medium Risk,259.97,9.4,2443.7180000000003,1508.277918573699,Medium Priority
CUST10065,0.901599006993753,High Risk,188.28,8.8,1656.864,1493.8269371236975,Medium Priority
CUST10607,0.3340187441146578,Low Risk,465.62,9.6,4469.952,1493.047753292803,Low Priority
CUST10588,0.7002997773940571,High Risk,219.11,9.633333333333333,2110.759666666667,1478.164524699021,Medium Priority
CUST10968,0.5136055201446023,Medium Risk,295.84,9.266666666666666,2741.450666666666,1408.0241956040998,Medium Priority
CUST10081,0.3301728958585196,Low Risk,469.59,9.033333333333333,4241.963,1400.5812078346933,Low Priority
CUST10105,0.4548083217096564,Medium Risk,291.74,10.433333333333334,3043.820666666667,1384.3549689918343,Medium Priority
CUST10102,0.939354024285248,High Risk,159.86,9.2,1470.712,1381.5192357646056,Medium Priority
CUST10372,0.9827956212674984,High Risk,172.57,8.133333333333333,1403.5693333333331,1379.4217949453416,Medium Priority
CUST10489,0.988395676623364,High Risk,173.16,8.033333333333333,1391.052,1374.9097827582837,Medium Priority
CUST10482,0.8946043078930692,High Risk,170.0,8.866666666666667,1507.3333333333335,1348.4668934308197,Medium Priority
CUST10599,0.8300746895937327,High Risk,167.37,9.566666666666666,1601.173,1329.0931809608658,Medium Priority
CUST10806,0.9211268756761418,High Risk,137.37,10.5,1442.385,1328.6195885721318,Medium Priority
CUST10477,0.9118056653430816,High Risk,173.0,8.266666666666666,1430.1333333333332,1304.003675529319,Medium Priority
CUST10165,0.9975272672685082,High Risk,157.63,8.2,1292.5659999999998,1289.3698297441863,Medium Priority
CUST10436,0.9906442582727928,High Risk,160.22,8.066666666666666,1292.4413333333332,1280.3495860210992,Medium Priority
CUST10803,0.9064631091325948,High Risk,157.07,8.9,1397.923,1267.1656289079642,Medium Priority
CUST10759,0.8534316461297294,High Risk,178.09,8.3,1478.1470000000002,1261.4974274317212,Medium Priority
CUST10218,0.4237940476451706,Medium Risk,354.11,8.3,2939.1130000000003,1245.5785947565405,Medium Priority
CUST10262,0.9091567190452822,High Risk,165.91,8.233333333333334,1365.9923333333334,1241.9011080143428,Medium Priority
CUST10893,0.8259761072963978,High Risk,185.0,8.1,1498.5,1237.725196783652,Medium Priority
CUST10744,0.8349047884680602,High Risk,181.09,8.1,1466.829,1224.6625559638162,Medium Priority
CUST10649,0.9817080996996131,High Risk,148.35,8.366666666666667,1241.195,1218.4911848066613,Medium Priority
CUST10013,0.3108167698283764,Low Risk,405.05,9.633333333333333,3901.9816666666666,1212.801337562878,Low Priority
CUST10277,0.879572685961938,High Risk,169.56,8.1,1373.436,1208.0367915168204,Medium Priority
CUST10454,0.952966544798323,High Risk,133.88,9.266666666666666,1240.6213333333333,1182.2706254297552,Medium Priority
CUST10187,0.5420776257094646,Medium Risk,245.57,8.8,2161.016,1171.4384224001644,Medium Priority
CUST10628,0.5948727277752873,Medium Risk,233.19,8.433333333333334,1966.569,1169.858265388319,Medium Priority
CUST10405,0.2756071490029145,Low Risk,450.64,9.366666666666667,4220.9946666666665,1163.3363060365073,Low Priority
CUST10329,0.982240838858726,High Risk,142.36,8.1,1153.116,1132.6376271414188,Medium Priority
CUST10023,0.2454175689128006,Low Risk,444.04,10.266666666666666,4558.810666666666,1118.812230947077,Low Priority
CUST10082,0.2557614131225894,Low Risk,486.2,8.9,4327.18,1106.7256716358063,Low Priority
CUST10793,0.981478603237644,High Risk,120.94,9.1,1100.5539999999999,1080.170202707602,Medium Priority
CUST10751,0.3324635224871791,Low Risk,358.0,9.033333333333333,3233.9333333333334,1075.1648674887047,Low Priority
CUST10861,0.9740152336077694,High Risk,133.76,8.1,1083.456,1055.3026489437393,Medium Priority
CUST10192,0.7769725783796387,High Risk,150.88,8.933333333333334,1347.8613333333333,1047.2512954582176,Medium Priority
CUST10742,0.9880111138217016,High Risk,117.32,8.933333333333334,1048.0586666666666,1035.4936106038208,Medium Priority
CUST10540,0.8029736952188615,High Risk,146.35,8.566666666666666,1253.7316666666666,1006.7135491962352,Medium Priority
CUST10570,0.7632176571659968,High Risk,158.2,8.1,1281.4199999999998,978.0023702456515,Medium Priority
CUST10918,0.3767827225936411,Medium Risk,281.74,9.133333333333333,2573.2253333333333,969.546846940263,Medium Priority
CUST10925,0.8592576501862492,High Risk,138.14,8.133333333333333,1123.5386666666666,965.4091946133915,Medium Priority
CUST10676,0.7780036627531474,High Risk,152.16,8.033333333333333,1222.3519999999999,950.994333173635,Medium Priority
CUST10106,0.4092872770478302,Medium Risk,247.92,9.366666666666667,2322.184,950.4403661640386,Medium Priority
CUST10252,0.980961546035468,High Risk,111.75,8.433333333333334,942.4250000000001,924.4826850224761,Medium Priority
CUST10149,0.7308120318938145,High Risk,134.01,9.333333333333334,1250.76,914.0704570115074,Medium Priority
CUST10613,0.2409900299714268,Low Risk,424.52,8.833333333333334,3749.9266666666667,903.6949397906526,Low Priority
CUST10070,0.7425822950096959,High Risk,135.5,8.766666666666666,1187.8833333333332,882.1011318704341,Medium Priority
CUST10556,0.3587259628273739,Medium Risk,269.7,9.066666666666666,2445.2799999999997,877.1854223825208,Medium Priority
CUST10015,0.3392377275816707,Low Risk,291.03,8.833333333333334,2570.765,872.1004767464937,Low Priority
CUST10274,0.191357154014994,Low Risk,464.46,9.666666666666666,4489.78,859.1515229534398,Low Priority
CUST10615,0.2827691241386978,Low Risk,259.7,11.566666666666666,3003.8633333333332,849.3998037990159,Low Priority
CUST10035,0.9476497055151492,High Risk,99.6,8.966666666666667,893.0799999999999,846.3269990014693,Medium Priority
CUST10946,0.9444675291812114,High Risk,101.43,8.833333333333334,895.9650000000001,846.2098497828441,Medium Priority
CUST10408,0.8580779234133483,High Risk,113.02,8.7,983.2739999999999,843.7257120663365,Medium Priority
CUST10532,0.995593817152214,High Risk,102.95,8.2,844.1899999999999,840.4703445017275,Medium Priority
CUST10006,0.3362950464886968,Low Risk,264.11,9.3,2456.2230000000004,826.0156279716065,Low Priority
CUST10948,0.8969665428952006,High Risk,108.29,8.3,898.8070000000001,806.1998075200067,Medium Priority
CUST10701,0.2577375340458735,Low Risk,329.99,9.166666666666666,3024.9083333333333,779.6324145481465,Low Priority
CUST10624,0.3660718767691581,Medium Risk,212.97,9.9,2108.4030000000002,771.8270431957233,Medium Priority
CUST10368,0.3104475265288803,Low Risk,280.18,8.6,2409.548,748.0382166526105,Low Priority
CUST10398,0.7596048463329488,High Risk,114.49,8.533333333333333,976.9813333333333,742.119755576826,Medium Priority
CUST10267,0.7964569915737135,High Risk,103.25,9.0,929.25,740.1076594198732,Medium Priority
CUST10775,0.2294592608776946,Low Risk,369.23,8.733333333333334,3224.608666666667,739.9163212731418,Low Priority
CUST10440,0.2025870922172811,Low Risk,317.92,11.333333333333334,3603.0933333333337,729.9402013874709,Low Priority
CUST10780,0.1927286102403999,Low Risk,439.01,8.533333333333333,3746.2186666666666,722.0035172833105,Low Priority
CUST10561,0.9917119194370356,High Risk,89.83,8.1,727.6229999999999,721.5924019565341,Medium Priority
CUST10024,0.7784371064162423,High Risk,98.85,8.933333333333334,883.06,687.4066711919269,Medium Priority
CUST10531,0.9838511759230436,High Risk,85.62,8.033333333333333,687.8140000000001,676.7066127163324,Medium Priority
CUST10779,0.9288368595211854,High Risk,81.02,8.766666666666666,710.2753333333333,659.7299100086964,Medium Priority
CUST10616,0.2300144972919316,Low Risk,336.49,8.266666666666666,2781.6506666666664,639.8199797350997,Low Priority
CUST10355,0.8751151748081144,High Risk,87.49,8.333333333333334,729.0833333333334,638.0318886996828,Medium Priority
CUST10470,0.966237761903802,High Risk,75.73,8.266666666666666,626.0346666666667,604.8983351941927,Medium Priority
CUST10656,0.1898631807665372,Low Risk,344.23,9.233333333333334,3178.3903333333337,603.4592984042811,Low Priority
CUST10063,0.9926173878154566,High Risk,73.67,8.066666666666666,594.2713333333334,589.8840585469419,Medium Priority
CUST10885,0.6892634037496453,High Risk,91.96,9.266666666666666,852.1626666666665,587.364540175041,Medium Priority
CUST10868,0.96542011538267,High Risk,75.63,8.033333333333333,607.5609999999999,586.5516107220103,Medium Priority
CUST10653,0.2593788164322352,Low Risk,265.47,8.466666666666667,2247.646,582.9917592386478,Low Priority
CUST10071,0.2936356786512242,Low Risk,204.55,9.666666666666666,1977.3166666666666,580.6107213250431,Low Priority
CUST10249,0.4979669925990167,Medium Risk,122.06,9.4,1147.364,571.3494004963783,Medium Priority
CUST10577,0.9222343822054132,High Risk,71.47,8.5,607.495,560.2527760178775,Medium Priority
CUST10808,0.1305041671227676,Low Risk,439.89,9.7,4266.933,556.8525373336521,Low Priority
CUST10787,0.8950817031969198,High Risk,77.16,8.033333333333333,619.852,554.8181838900172,Medium Priority
CUST10040,0.1250713464245284,Low Risk,479.4,8.766666666666666,4202.74,525.6423504722225,Low Priority
CUST10862,0.3388001929856961,Low Risk,181.41,8.5,1541.985,522.4248155810485,Low Priority
CUST10567,0.1857280674706931,Low Risk,292.74,9.6,2810.304,521.9523309251587,Low Priority
CUST10393,0.9913165064557274,High Risk,59.09,8.9,525.9010000000001,521.3343420615736,Medium Priority
CUST10052,0.1267706901647662,Low Risk,497.53,8.233333333333334,4096.330333333333,519.2946234995334,Low Priority
CUST10443,0.1662103880547357,Low Risk,337.76,9.233333333333334,3118.650666666667,518.352137513827,Low Priority
CUST10621,0.6457385243687792,Medium Risk,85.96,9.3,799.428,516.2214570590844,Medium Priority
CUST10928,0.2410087345248786,Low Risk,258.5,8.233333333333334,2128.316666666667,512.9429065015413,Low Priority
CUST10430,0.6101234789452271,Medium Risk,84.58,9.733333333333334,823.2453333333334,502.28130679875653,Medium Priority
CUST10062,0.2578302875261452,Low Risk,233.9,8.233333333333334,1925.7766666666669,496.52355167780814,Low Priority
CUST10126,0.1291147074201867,Low Risk,426.11,8.966666666666667,3820.7863333333335,493.31970954338124,Low Priority
CUST10553,0.1917420170146234,Low Risk,284.82,8.9,2534.898,486.04645544633485,Low Priority
CUST10344,0.3062571847139362,Low Risk,156.86,9.966666666666667,1563.3713333333335,478.79370320913944,Low Priority
CUST10595,0.0927618875995873,Low Risk,479.58,10.6,5083.548,471.5595081831068,Low Priority
CUST10702,0.939946467576511,High Risk,55.46,8.966666666666667,497.29133333333334,467.42723212307993,Medium Priority
CUST10090,0.1208689593367958,Low Risk,440.99,8.766666666666666,3866.012333333333,467.2808875132177,Low Priority
CUST10558,0.1384618963043458,Low Risk,408.0,8.266666666666666,3372.7999999999997,467.0042838552975,Low Priority
CUST10403,0.1198953247886622,Low Risk,399.14,9.566666666666666,3818.4393333333333,457.81302405580277,Low Priority
CUST10027,0.6545012750323088,High Risk,66.52,10.3,685.1560000000001,448.4354755960366,Medium Priority
CUST10437,0.4863879968407095,Medium Risk,95.06,9.633333333333333,915.7446666666666,445.4072140375632,Medium Priority
CUST10271,0.1724181320983316,Low Risk,280.84,9.166666666666666,2574.3666666666663,443.8674920028749,Low Priority
CUST10112,0.1452091413841779,Low Risk,306.79,9.7,2975.863,432.12251110694376,Low Priority
CUST10527,0.1431179071933173,Low Risk,371.44,8.066666666666666,2996.2826666666665,428.8217046129452,Low Priority
CUST10473,0.6737673943895786,High Risk,66.05,9.433333333333334,623.0716666666666,419.805373367972,Medium Priority
CUST10590,0.1952325880598539,Low Risk,247.4,8.466666666666667,2094.653333333333,408.9445913548665,Low Priority
CUST10133,0.0880733692184451,Low Risk,480.3,9.633333333333333,4626.89,407.50579130313145,Low Priority
CUST10818,0.1111794894862547,Low Risk,454.22,8.066666666666666,3664.0413333333336,407.366244896536,Low Priority
CUST10016,0.3782536766788894,Medium Risk,111.7,9.633333333333333,1076.0433333333333,407.01734709914103,Medium Priority
CUST10899,0.3138528110852298,Low Risk,159.67,8.1,1293.3269999999998,405.9143146024269,Low Priority
CUST10058,0.1565512838307452,Low Risk,294.67,8.666666666666666,2553.806666666667,399.80171232218265,Low Priority
CUST10205,0.3110516382899071,Low Risk,138.26,9.133333333333333,1262.7746666666665,392.78812885765797,Low Priority
CUST10700,0.3114178376188383,Low Risk,152.46,8.2,1250.172,389.32586089161833,Low Priority
CUST10498,0.1185606107476679,Low Risk,369.56,8.833333333333334,3264.4466666666667,387.03479055318866,Low Priority
CUST10895,0.0841094076379324,Low Risk,384.93,11.8,4542.174,382.03956452841794,Low Priority
CUST10379,0.1238834501555796,Low Risk,344.48,8.8,3031.4240000000004,375.5432640044278,Low Priority
CUST10730,0.0984469413750148,Low Risk,423.48,9.0,3811.32,375.2127966014214,Low Priority
CUST10084,0.3578521827967741,Medium Risk,122.25,8.533333333333333,1043.2,373.3113970935948,Medium Priority
CUST10729,0.1129610226785732,Low Risk,374.15,8.566666666666666,3205.2183333333332,362.06474084144526,Low Priority
CUST10037,0.2764106013666585,Low Risk,125.65,9.933333333333334,1248.1233333333334,344.9945211464251,Low Priority
CUST10222,0.2880048268104092,Low Risk,137.4,8.566666666666666,1177.06,338.9989614454602,Low Priority
CUST10704,0.1120150156471191,Low Risk,339.89,8.633333333333333,2934.3836666666666,328.6950323363174,Low Priority
CUST10104,0.1331446308162522,Low Risk,287.06,8.266666666666666,2373.029333333333,315.9561145028037,Low Priority
CUST10116,0.0811372644791264,Low Risk,466.8,8.333333333333334,3890.0000000000005,315.62395882380173,Low Priority
CUST10353,0.0790477714038803,Low Risk,386.04,10.2,3937.6079999999997,311.25913706209025,Low Priority
CUST10538,0.1188041930815557,Low Risk,240.66,10.633333333333333,2559.018,304.0220685711765,Low Priority
CUST10160,0.1018866869200477,Low Risk,352.39,8.233333333333334,2901.3443333333335,295.60836173758787,Low Priority
CUST10375,0.0790205858238364,Low Risk,397.91,9.2,3660.772,289.27634800749723,Low Priority
CUST10143,0.1397570861877788,Low Risk,213.5,9.666666666666666,2063.833333333333,288.43533304387745,Low Priority
CUST10373,0.0717575315591386,Low Risk,424.43,9.366666666666667,3975.4943333333335,285.2716600873433,Low Priority
CUST10360,0.099306001696806,Low Risk,276.78,10.333333333333334,2860.06,284.021123212967,Low Priority
CUST10914,0.0783940179713313,Low Risk,409.12,8.666666666666666,3545.7066666666665,277.9621921477359,Low Priority
CUST10912,0.0913134169297959,Low Risk,287.25,10.533333333333333,3025.7,276.28700560448345,Low Priority
CUST10619,0.0744570942488397,Low Risk,327.46,11.233333333333333,3678.467333333333,273.88798892927804,Low Priority
CUST10499,0.0673552488949123,Low Risk,392.76,10.3,4045.4280000000003,272.4808098264473,Low Priority
CUST10019,0.1018298149765533,Low Risk,298.87,8.9,2659.943,270.8615035381781,Low Priority
CUST10253,0.2190901762799353,Low Risk,122.23,10.0,1222.3,267.7939224669649,Low Priority
CUST10625,0.0786635431206363,Low Risk,388.54,8.566666666666666,3328.4926666666665,261.831026411055,Low Priority
